base_key,language,correct_answer,predicted_answer,is_correct,full_response,has_json,generation_time,model_type
exam_2004_12_16-16,english,3,3,True,"We use the Central Limit Theorem. The sample mean of 25 men has mean 182 cm and standard deviation 8/√25 = 1.6 cm. The z-score for 185 is (185 − 182)/1.6 = 1.875. The probability that a standard normal variable exceeds 1.875 is about 0.03, so the answer is 0.03.

{""answer"": 3}",True,5.673322677612305,finetuned
exam_2004_12_16-16,danish,3,2,False,"Vi bruger centralgrænseværdisætningen: gennemsnitshøjden X̄ ~ N(182, 8^2/25) = N(182, 1.6). Standardafvigelsen for gennemsnittet er 1.6^(1/2) ≈ 1.265 cm. Z = (185 − 182)/1.265 ≈ 2.37. Fra standardnormalfordelingen er P(Z > 2.37) ≈ 0.0089, som er tæt på 0.01.

{""answer"": 2}",True,8.14878535270691,finetuned
exam_2014_05_28-3,english,4,4,True,"We are sampling 8 deer without replacement from a population of n, with 10 tagged and n−10 untagged. The number of tagged deer caught follows a hypergeometric distribution:
P(X=5) = [C(10,5) C(n−10,3)] / C(n,8).

This matches option 4.

{""answer"": 4}",True,4.350482225418091,finetuned
exam_2014_05_28-3,danish,4,4,True,"Vi har 10 mærkede og n−10 umærkede hjorte i en population på n. Ved genfangsten af 8 hjorte uden tilbagelægning er antallet af mærkede hjorte hypergeometrisk fordelt med parametre N=n, K=10 og n=8. Sandsynligheden for netop 5 mærkede er derfor:
P(X=5) = C(10,5)·C(n−10,3)/C(n,8).

{""answer"": 4}",True,6.60919976234436,finetuned
exam_2014_05_28-4,english,2,2,True,"The time between encounters follows an exponential distribution with rate λ = 1/6 per hour. The waiting time for the 4th encounter is the sum of 4 independent exponential times, which is a gamma distribution with shape k=4 and rate λ=1/6. The survival function is:
P(T > 24) = e^{-λ·24} · (1 + λ·24 + (λ·24)^2/2 + (λ·24)^3/6)
With λ·24 = 4, this becomes:
e^{-4} · (1 + 4 + 8 + 16/3) = e^{-4} · (3 + 4 + 16/3) = e^{-4} · (71/3)
Thus, the probability is (71/3) e^{-4}.

{""answer"": 2}",True,10.01208782196045,finetuned
exam_2014_05_28-4,danish,2,4,False,"Vi modellerer tiden mellem byttedyr som uafhængige eksponentielle med middelværdi 6 timer, så rate λ = 1/6. Antallet af byttedyr i tiden T følger en Poisson-fordeling med middelværdi μ = λT = T/6. Vi søger P(N(24) ≤ 3) = Σ_{k=0}^3 e^{-4} 4^k / k! = e^{-4} (1 + 4 + 8 + 32/3) = (103/3) e^{-4}.

{""answer"": 4}",True,8.060626983642578,finetuned
exam_2014_05_28-6,english,2,2,True,"Let E = economy sold out, B = business sold out.
We are given:
- P(E ∪ B) = 1/3
- P(B) = 1/8

We want P(E ∩ B^c) = P(E) − P(E ∩ B).

Using inclusion-exclusion:
P(E ∪ B) = P(E) + P(B) − P(E ∩ B)
1/3 = P(E) + 1/8 − P(E ∩ B)
P(E) − P(E ∩ B) = 1/3 − 1/8 = 5/24

Thus, the probability of economy sold out but not business is 5/24.

{""answer"": 2}",True,8.347792625427246,finetuned
exam_2014_05_28-6,danish,2,2,True,"Lad E = udsolgt på economy, B = udsolgt på business. Vi har P(E ∪ B) = 1/3 og P(B) = 1/8. Brug inklusions-eksklusionsprincippet:
P(E ∪ B) = P(E) + P(B) − P(E ∩ B)
⇒ 1/3 = P(E) + 1/8 − P(E ∩ B)
⇒ P(E) − P(E ∩ B) = 1/3 − 1/8 = 5/24.

Dermed er sandsynligheden for udsolgt på economy men ikke på business lig 5/24.

{""answer"": 2}",True,8.432016134262085,finetuned
exam_2014_05_28-10,english,1,1,True,"Since X and Y are standard normal with correlation ρ = -7/8, the linear combination X + Y has mean 0 and variance Var(X + Y) = 1 + 1 + 2ρ = 2(1 + ρ) = 2(1 - 7/8) = 2(1/8) = 1/4. Thus, X + Y ~ N(0, 1/4), so Z = 2(X + Y) ~ N(0,1). Therefore,
P(X + Y ≤ 1) = P(Z ≤ 2) = Φ(2).

{""answer"": 1}",True,7.326339960098267,finetuned
exam_2014_05_28-10,danish,1,1,True,"Vi har X ~ N(0,1), Y ~ N(0,1), og Cov(X,Y) = ρ = -7/8. Dermed er X+Y ~ N(0, Var(X+Y)) med Var(X+Y) = 1 + 1 + 2ρ = 2(1 + ρ) = 2(1 - 7/8) = 2·1/8 = 1/4. Så X+Y ~ N(0, 1/4), og standardiseringen er (X+Y)/√(1/4) = 2(X+Y) ~ N(0,1). Dermed er P(X+Y ≤ 1) = P(2(X+Y) ≤ 2) = Φ(2).

{""answer"": 1}",True,9.435984134674072,finetuned
exam_2014_05_28-18,english,3,3,True,"Two events A and B are independent if and only if P(A ∩ B) = P(A) P(B). This is the defining property of independence.

{""answer"": 3}",True,2.0735628604888916,finetuned
exam_2014_05_28-18,danish,3,3,True,"To hændelser A og B er uafhængige, hvis og kun hvis P(A ∩ B) = P(A) · P(B). Dette er definitionen på uafhængighed. Derfor er det korrekt at man kan bestemme sandsynligheden for fælleshændelsen som produktet af sandsynlighederne for de to hændelser hver for sig.

{""answer"": 3}",True,5.280949592590332,finetuned
exam_2014_05_28-29,english,5,4,False,"Each patient independently has a probability p of coming, so the number of arrivals among n summoned is Binomial(n, p). To find n such that P(X > 10) > 0.9, we need the binomial distribution.

{""answer"": 4}",True,3.0151848793029785,finetuned
exam_2014_05_28-29,danish,5,4,False,"Vi modellerer antallet af mødende patienter som en binomialfordeling med n indkaldte og sandsynlighed p for at møde. Vi søger n så P(X ≥ 10) > 0,90. Derfor er binomialfordelingen den bedst egnede.

{""answer"": 4}",True,4.0040199756622314,finetuned
exam_2014_05_28-30,english,4,6,False,"Given X ~ N(500, 2500) and Y ~ N(200, 1600) with correlation ρ = 4/5, the conditional mean is:
E[Y | X = x] = μ_Y + ρ (σ_Y/σ_X) (x − μ_X)
= 200 + (4/5)(40/50)(160 − 500)
= 200 + (32/25)(−340)
= 200 − 435.2 = 264.8

This is not among the options, so the correct choice is:
{""answer"": 6}",True,8.122179508209229,finetuned
exam_2014_05_28-30,danish,4,6,False,"Vi bruger den betingede forventning for en bivariat normalfordeling:
E[X | Y = y] = μ_X + ρ (σ_X / σ_Y) (y − μ_Y).

Her er:
- μ_X = 500, σ_X = √2500 = 50
- μ_Y = 200, σ_Y = √1600 = 40
- ρ = 4/5

For y = 160:
E[X | Y = 160] = 500 + (4/5)·(50/40)·(160 − 200) = 500 + (4/5)·(−100) = 500 − 80 = 420.

Ingen af de givne svarmuligheder matcher 420. Derfor er den korrekte valgmulighed:
{""answer"": 6}",True,11.625128984451294,finetuned
exam_2014_12_18-2,english,1,2,False,"The number of neutrons emitted in one second follows a Poisson distribution with rate λ = 4. The probability of at least 4 neutrons is:
P(N ≥ 4) = 1 − P(N ≤ 3) = 1 − ∑_{k=0}^3 (4^k / k!) e^{-4},
which matches option 2.

{""answer"": 2}",True,4.45390772819519,finetuned
exam_2014_12_18-2,danish,1,2,False,"Antallet af neutroner i et sekund følger en Poisson-fordeling med λ = 4. Sandsynligheden for mindst 4 er P(X ≥ 4) = 1 − P(X ≤ 3) = 1 − Σ_{k=0}^3 (4^k / k!) e^{-4}, hvilket matcher valgmulighed 2.

{""answer"": 2}",True,4.95115065574646,finetuned
exam_2014_12_18-6,english,4,4,True,"We use the formula for correlation:
Corr(V, W) = Cov(V, W) / (σ_V σ_W).

Given:
- E(V) = 1, Var(V) = 9 ⇒ σ_V = 3
- E(W) = 2
- E(VW) = 5
- Corr(V, W) = 1/2

Cov(V, W) = E(VW) − E(V)E(W) = 5 − (1)(2) = 3.

Then:
(1/2) = 3 / (3 σ_W) ⇒ σ_W = 2 ⇒ Var(W) = 4.

{""answer"": 4}",True,7.707217454910278,finetuned
exam_2014_12_18-6,danish,4,4,True,"Vi bruger formlen for korrelation:
Corr(V, W) = Cov(V, W) / (σ_V σ_W).

Vi har:
- Cov(V, W) = E(VW) − E(V)E(W) = 5 − 1·2 = 3,
- σ_V = √Var(V) = √9 = 3,
- Corr(V, W) = 1/2.

Dermed:
(1/2) = 3 / (3 σ_W) ⇒ σ_W = 2 ⇒ Var(W) = 4.

{""answer"": 4}",True,6.825694561004639,finetuned
exam_2014_12_18-11,english,3,3,True,"The region is a square rotated by 45°, with diagonals of length 2 along the lines x+y=±1 and y−x=±1. The total area is 2.

The third quadrant (x ≤ 0, y ≤ 0) intersects the square in a smaller square of side √2/2, area 1/2. Thus, the probability is (1/2)/2 = 1/4.

{""answer"": 3}",True,5.317710638046265,finetuned
exam_2014_12_18-11,danish,3,3,True,"Området er en rombe med hjørner i (1,0), (0,1), (-1,0), (0,-1). Arealet er 2. Tredje kvadrant er x ≤ 0 og y ≤ 0. Skæringen mellem romben og tredje kvadrant er en trekant med hjørner i (-1,0), (0,-1), og (0,0). Arealet er 1/2. Sandsynligheden er derfor (1/2)/2 = 1/4.

{""answer"": 3}",True,6.908810377120972,finetuned
exam_2014_12_18-15,english,2,2,True,"Since (X, Y) is bivariate normal, the linear combination Z = X − 17Y is also normal. We compute its mean and variance:
- Mean: E[Z] = E[X] − 17E[Y] = 8 − 0 = 8.
- Variance: Var(Z) = Var(X) + (17)^2 Var(Y) − 2·17·Cov(X, Y).
  - Cov(X, Y) = ρ·σ_X·σ_Y = (15/17)·15·1 = 225/17.
  - Var(Z) = 225 + 289 − 2·17·(225/17) = 514 − 450 = 64.

Thus, Z ~ N(8, 64), and
P(X − 17Y > 0) = P(Z > 0) = 1 − Φ(0 − 8 / √64) = 1 − Φ(−1) = Φ(1).

{""answer"": 2}",True,13.073166131973267,finetuned
exam_2014_12_18-15,danish,2,2,True,"Vi har X ~ N(8, 225), Y ~ N(0, 1), og korrelation ρ = 15/17. Dermed er X − 17Y normalfordelt med
- middelværdi: 8 − 17·0 = 8
- varians: Var(X) + (17)^2 Var(Y) − 2·17·Cov(X,Y)
  = 225 + 289 − 2·17·(ρ·√(225·1))
  = 514 − 34·(15/17)·15
  = 514 − 34·(225/17)
  = 514 − 450 = 64

Så P(X − 17Y > 0) = P(Z > −8/8) = P(Z > −1) = 1 − Φ(−1) = Φ(1).

{""answer"": 2}",True,12.367853164672852,finetuned
exam_2014_12_18-23,english,2,2,True,"Each of the 8 passengers independently chooses uniformly among the next 6 stops. The bus stops at a stop if at least one passenger gets off there. Let S be the number of stops made. Then S is the number of non-empty subsets among the 6 stops, where each stop is “non-empty” with probability 1 − (5/6)^8 (since all 8 passengers must choose other stops). Thus, the expected number of stops is 6(1 − (5/6)^8).

{""answer"": 2}",True,5.916917324066162,finetuned
exam_2014_12_18-23,danish,2,2,True,"Vi modellerer hvert stop som en Bernoulli-variabel: stop i stop i hvis mindst én af de 8 passagerer vælger at stige af der. Sandsynligheden for at ingen vælger stop i er (1 - 1/6)^8 = (5/6)^8. Derfor er sandsynligheden for at stoppe i stop i lig med 1 - (5/6)^8. Antallet af stop er summen af disse 6 uafhængige Bernoullier, så forventet antal stop er 6·[1 - (5/6)^8].

{""answer"": 2}",True,7.834942817687988,finetuned
exam_2015_05_29-8,english,5,1,False,"We are given T ~ Gamma(3,1) with rate 1 (i.e., shape k=3, rate λ=1). The conditional survival function given T ≥ 2 is
P(T ≤ 2 + t | T ≥ 2) = 1 - (Γ(3,2 + t)/Γ(3,2)) = 1 - (Γ(3,2 + t)/Γ(3,2)).

For small t, Γ(k,2 + t) ≈ Γ(k,2) + t Γ(k-1,2), so
P(T ≤ 2 + t | T ≥ 2) ≈ t Γ(k-1,2) / Γ(k,2) = t (k-1) e^{-2}.

With k=3 and t=1/52, this gives approximately (1/52) · 2 e^{-2} = 2 e^{-2}/52 = e^{-2}/26 ≈ 0.0023, which matches option 1: 4 e^{-2}/(52) = e^{-2}/13 ≈ 0.0046 (double the approximation). However,",True,15.935847997665405,finetuned
exam_2015_05_29-8,danish,5,5,True,"For en gamma(3,1) er levetiden T ~ Gamma(shape=3, rate=1). Givet T > 2, er restlevetiden R = T − 2 | T > 2 ~ Gamma(shape=3, rate=1) med skaleret tid. For en uge (1/52 år) fås:
P(R ≤ 1/52 | T > 2) ≈ λ·Δt = 1·(1/52) = 1/52.
Dermed er sandsynligheden for fejl i den første uge ≈ 1/52.

{""answer"": 5}",True,7.592400550842285,finetuned
exam_2015_05_29-14,english,1,1,True,"We have X ~ Geom(p) and Y ~ Geom(q), both supported on {1, 2, ...} with P(X=k) = (1-p)^{k-1} p and similarly for Y. Then
P(X > Y) = Σ_{y=1}^∞ P(Y=y) P(X > y) = Σ_{y=1}^∞ q(1-q)^{y-1} (1-p)^{y-1} = q/p (1 - (1-p)(1-q)) / (1 - (1-p)(1-q)) = q(1-p) / (p + q - pq).
Thus the correct answer is option 1.

{""answer"": 1}",True,8.181653261184692,finetuned
exam_2015_05_29-14,danish,1,5,False,"Da X og Y er uafhængige og geometriske med P(X=k)=p(1-p)^{k-1} og P(Y=k)=q(1-q)^{k-1} for k≥1, fås:
P(X>Y) = Σ_{y=1}^∞ P(Y=y) P(X>y) = Σ_{y=1}^∞ q(1-q)^{y-1} (1-p)^{y-1} = q/(1 - p(1-q)) = q/(1 - p + pq) = q/(1 - p + pq).

Dette matcher valgmulighed 5: (1-p)q/(1-pq) (med p(1-q) = p - pq).

{""answer"": 5}",True,9.080442190170288,finetuned
exam_2015_12_17-2,english,5,5,True,"We model the number of left-turning cars in one minute as a Poisson process with rate λ = 6 cars/min × 1/3 = 2 cars/min. The number of such cars in one minute is Poisson with mean 2. The probability that the lane fills up (i.e., at least 3 cars) is:
P(N ≥ 3) = 1 − P(N ≤ 2) = 1 − e^−2 (1 + 2 + 2) = 1 − 5e^−2.

{""answer"": 5}",True,6.3954057693481445,finetuned
exam_2015_12_17-2,danish,5,5,True,"Vi modellerer antallet af venstresværende biler i et minut som en Poisson-fordeling med rate λ = 6·(1/3) = 2. Banen fyldes, hvis der kommer 3 eller flere venstresværende biler. Derfor er sandsynligheden:
P(N ≥ 3) = 1 − P(N ≤ 2) = 1 − e^(-2) (1 + 2 + 2) = 1 − 5e^(-2).

{""answer"": 5}",True,6.494801759719849,finetuned
exam_2015_12_17-3,english,1,1,True,"Given U ~ Uniform[1, 2], and conditional P(X=x | U=u) = Poisson(u), we have:
P(X=1) = E[P(X=1 | U)] = E[u e^{-u}] = ∫₁² u e^{-u} du = [−(u+1) e^{-u}]₁² = (2+1)e^{-2} − (1+1)e^{-1} = 3e^{-2} − 2e^{-1} = (3/e^2) − (2/e).

This matches option 1: (1/e)(2 − 3/e).

{""answer"": 1}",True,7.3166937828063965,finetuned
exam_2015_12_17-3,danish,1,1,True,"Vi bruger loven om total sandsynlighed:
P(X=1) = ∫_{1}^{2} P(X=1 | U=u) f_U(u) du
= ∫_{1}^{2} (u^1/1!) e^{-u} · 1 du
= ∫_{1}^{2} u e^{-u} du
= [−(u+1) e^{-u}]_{1}^{2}
= (−3 e^{-2}) − (−2 e^{-1})
= 2/e − 3/e^2
= (1/e)(2 − 3/e).

Dette matcher valgmulighed 1.

{""answer"": 1}",True,8.159889221191406,finetuned
exam_2015_12_17-10,english,5,5,True,"We want P(second largest ≤ 4/5). For three i.i.d. Uniform(0,1) variables, the joint distribution of the order statistics (X(1), X(2), X(3)) is uniform on the simplex 0 ≤ X(1) ≤ X(2) ≤ X(3) ≤ 1 with density 6.

The event X(2) ≤ 4/5 corresponds to the region where the middle value is at most 4/5. This is the union of:
- All triples with all three ≤ 4/5: volume = (4/5)^3.
- All triples with one > 4/5 and the other two ≤ 4/5: choose which one is > 4/5 (3 choices), and for each, the volume is (4/5)^2",True,12.675958395004272,finetuned
exam_2015_12_17-10,danish,5,4,False,"Vi har tre uafhængige U(0,1)-variable X1, X2, X3. Lad Y være den næststørste (dvs. medianen). Vi søger P(Y < 4/5).

For tre uafhængige U(0,1)-variable er den simultane fordeling af ordenstørrelserne (X(1), X(2), X(3)) givet ved
f_{X(1),X(2),X(3)}(x1,x2,x3) = 6 for 0 < x1 < x2 < x3 < 1.

Derfor er
P(Y < 4/5) = P(X(2) < 4/5) = ∫_{x1=0}^{4/5} ∫_{x2=x1}^{4/5} ∫_{x3=x2}^{1} 6 dx3 dx2 dx1
= ∫_{0}^{4/5} ∫_{x1}^{4/5} (1 - x2) dx2 dx1
= ∫_{0}^{4/5} [ (1 - x1)(4/5) - (1/2)(4/5)^2 ] dx1
= (4/5) ∫_{0}^{4/5}",True,21.238072633743286,finetuned
exam_2015_12_17-27,english,1,1,True,"Let X and Y be independent standard normal variables. The squared distance from the origin is R^2 = X^2 + Y^2, which follows a chi-squared distribution with 2 degrees of freedom. The cumulative distribution function (CDF) of R is F(r) = 1 − e^(−r^2/2). For r = 1, this gives F(1) = 1 − e^(−1/2) ≈ 1 − 0.6065 = 0.3935.

{""answer"": 1}",True,6.472244739532471,finetuned
